1	702876	702977	[['Amrozi'], ['accused', 'called', 'distorting'], ['brother', 'witness', 'evidence']]	[['Amrozi'], ['accused', 'distorting'], ['brother', 'evidence']]
0	1810937	1810983	[['Dotson'], ['was', 'taken', 'stayed'], ['Chester', 'River', 'Hospital', 'Center']]	[['Dotson'], ['was', 'taken'], ['area', 'hospital', 'evaluation']]
1	3180014	3179967	[['charges'], ['allege', 'was', 'kill', 'kidnap'], ['part', 'conspiracy', 'persons', 'country']]	[['government'], ['charges', 'conspired', 'kill', 'kidnap'], ['Sattar', 'Rahman', 'individuals', 'countries']]
1	1640498	1640420	[['company', 'InternationalCo'], ['includes'], ['power', 'pipeline', 'holdings']]	[['company'], ['includes'], ['power', 'pipeline', 'holdings']]
0	2750584	2750617	[['reservists'], ['be', 'sent'], ['jobs', 'reconstruction', 'Afghanistan', 'Iraq']]	[['reservists'], ['be', 'sent', 'working'], ['jobs', 'reconstruction', 'Afghanistan', 'Iraq', 'positions', 'translator', 'truck', 'driver']]
1	530989	530791	[['Westfield', 'Galleria', 'Morley'], ['continue'], ['discussions', 'centres', 'Knox', 'City', 'Melbourne', 'Deutsche', 'Bank']]	[['Westfield'], ['continue', 'owns'], ['discussions', 'centres', 'Knox', 'City', 'Melbourne', 'Deutsche', 'Bank', 'cent', 'stake']]
1	2733774	2733758	[['year', 'Bloomberg'], ['boycotted', 'wanted', 'march'], ['parade', 'actors', 'Sopranos']]	[['Bloomberg'], ['snubbed', 'being', 'told', 'march'], ['affair', 'cast', 'members', 'Sopranos']]
1	1758040	1758028	[['Federal', 'agents'], ['said', 'are', 'investigating'], ['Friday', 'theft', 'pounds', 'chemical', 'construction', 'companies', 'Colorado', 'California', 'week']]	[['Federal', 'investigators'], ['are', 'looking'], ['connections', 'theft', 'pounds', 'chemical', 'construction', 'companies', 'Colorado', 'California', 'week']]
1	2638861	2638982	[['Mr.', 'Clinton', 'security', 'adviser', 'Sandy', 'Berger'], ['said', 'was', 'informed'], ['White', 'House', 'FBI', 'activities']]	[['Clinton', 'security', 'adviser', 'Sandy', 'Berger'], ['said', 'was', 'informed'], ['interview', 'White', 'House', 'FBI', 'activities']]
1	775197	775031	[['prosecutor', 'Wolfgang', 'Schweer'], ['told'], ['Associated', 'Press']]	[['prosecutor'], ['said', 'were', 'searching', 'arrived'], ['investigators', 'home', 'Muenster', 'presence', 'wife', 'news', 'death']]
1	2209500	2209461	[['goal'], ['be', 'reduce', 'upgrading', 'building', 'facilitating', 'improve'], ['congestion', 'road', 'tollways', 'transit', 'means', 'mobility']]	[['money'], ['be', 'used', 'improve'], ['road', 'upgrades', 'tollways', 'transit', 'means', 'mobility']]
0	1497875	1497840	[['conservancy'], ['helped'], ['purchase', 'land', 'Estate', 'Samuel', 'Mills', 'Damon']]	[['park', 'service'], ['purchased'], ['land', 'estate', 'Samuel', 'Mills', 'Damon']]
0	2939928	2939983	[['Sir', 'Paul'], ['has', 'died'], ['children', 'fashion', 'designer', 'Stella', 'Mary', 'James', 'wife', 'Linda', 'breast', 'cancer']]	[['McCartney'], ['has'], ['children', 'fashion', 'designer', 'Stella', 'Mary', 'James', 'wife', 'Linda']]
1	424839	424933	[['SCO'], ['has', 'alleged', 'contains', 'is'], ['Linux', 'kernel', 'code', 'Unix', 'property']]	[['SCO'], ['claims', 'holds', 'owned'], ['Linux', 'kernel', 'Unix', 'property', 'SCO']]
1	941674	941618	[['Amrozi'], ['did', 'reveal', 'was', 'asked'], ['company', 'boss', 'name']]	[['Amrozi'], ['did', 'reveal', 'was', 'asked'], ['identity', 'boss']]
1	1254185	1254350	[['General', 'Jeffery'], ['announced', 'give', 'accumulated'], ['pension', 'years', 'charity', 'stay', 'Government', 'House']]	[['Maj-Gen', 'Jeffery'], ['said', 'give', 'served'], ['pension', 'charity', 'Yarralumla']]
1	2198929	2198650	[['rest'], ['said', 'belonged', 'had'], ['party', 'affiliation']]	[['rest'], ['said', 'had', 'belonged'], ['affiliation', 'party']]
1	2820268	2820184	[['Blair'], ['John', 'Smith'], ['died'], ['heart', 'attack']]	[['Mr', 'Blair'], ['became', 'died'], ['Labour', 'leader', 'leader', 'John', 'Smith', 'heart', 'attack']]
1	469248	469124	[['Dow'], ['dropped', 'driven'], ['points', 'percent', 'May', 'October', 'terrorism', 'fears', 'headlines']]	[['Dow'], ['dropped', 'driven'], ['points', 'percent', 'May', 'October', 'terrorism', 'fears', 'headlines']]
0	3224724	3224642	[['House', 'Senate'], ['are', 'expected', 'vote'], ['bill', 'months']]	[['House', 'Republican', 'leadership'], ['said', 'expected', 'call'], ['members', 'Dec.', 'vote', 'bill']]
0	1096232	1096391	[['PeopleSoft'], ['gained'], ['cents', 'percent']]	[['PeopleSoft'], ['gained', 'was'], ['percent', 'Nasdaq', 'issue']]
1	55187	54831	[['Prosecutors'], ['allege', 'worked', 'prepare', 'destroyed'], ['Nichols', 'co-conspirator', 'Timothy', 'McVeigh', 'bomb', 'Alfred', 'P.', 'Murrah', 'Federal', 'Building']]	[['Prosecutors'], ['allege', 'worked', 'prepare', 'destroyed'], ['Nichols', 'coconspirator', 'Timothy', 'McVeigh', 'fuel-and-fertilizer', 'bomb', 'Murrah', 'building']]
1	3232514	3232502	[['distributor', 'Mike', 'Selwyn', 'United', 'International', 'Pictures'], ['says', 'detect'], ['Matrix', 'Revolutions', 'advance', 'scepticism', 'business']]	[['distributor', 'Mike', 'Selwyn', 'United', 'International', 'Pictures'], ['says', 'detect'], ['Matrix', 'Revolutions', 'advance', 'scepticism']]
0	581566	581586	[['Revenue'], ['rose'], ['year']]	[['Revenue'], ['was'], ['tad']]
1	679580	679663	[['winner', 'Williams-Mauresmo', 'match'], ['play'], ['winner', 'Justine', 'Henin-Hardenne', 'Chanda', 'Rubin']]	[['Williams-Mauresmo', 'winner'], ['play'], ['winner', 'match', 'Justine', 'Henin-Hardenne', 'Chanda', 'Rubin']]
1	1860195	1860074	[['Connecticut', 'Democrat'], ['told'], ['Capitol', 'Hill', 'news', 'conference']]	[['Bush', 'administration'], ['threatens', 'give'], ['name', 'war']]
1	2875204	2875289	[['House'], ['passed'], ['measure', 'margin', 'Sept.']]	[['House', 'Representative'], ['passed'], ['amendment', 'Sept.', 'vote']]
0	2990665	2990721	[['Darren', 'Dopp', 'Spitzer', 'spokesman'], ['declined', 'comment'], ['Thursday']]	[['John', 'Heine', 'spokesman', 'commission', 'Washington'], ['declined', 'comment'], ['Mr.', 'Spitzer', 'criticism']]
0	2763381	2763517	[['Terri', 'Schiavo'], ['is', 'expected', 'die', 'has', 'spent'], ['weeks', 'Tampa-area', 'hospice', 'years']]	[['Terri', 'Schiavo'], ['underwent', 'has', 'been', 'living'], ['procedure', 'Tampa', 'Bay', 'area', 'hospice', 'years']]
0	173865	173817	[['euro'], ['rose', 'standing'], ['morning', 'trade', 'GMT']]	[['euro'], ['rose'], ['half', 'cent', 'U.S.', 'trade']]
0	222569	222647	[['Shares', 'Berkeley', 'Xoma'], ['dropped'], ['percent', 'Instinet', 'trading']]	[['Shares', 'Xoma'], ['lost', 'close'], ['cents', 'percent', 'trading', 'Nasdaq', 'Stock', 'Market']]
1	1857283	1857419	[['Pentagon'], ['says', "'s", "'s", 'been', 'predicting'], ['technique', 'elections', 'box-office', 'receipts']]	[['Pentagon'], ['insists', 'has', 'predicted'], ['technique', 'elections', 'box', 'office', 'receipts']]
1	1402178	1402015	[['recommend'], ['approaches', 'ailments']]	[['Treatment', 'guidelines', 'specialty', 'organizations'], ['outline', 'recommended', 'ranging'], ['approaches', 'ailments', 'painkillers', 'exercise', 'arthritis', 'surgery', 'breast', 'cancer']]
1	427232	427141	[['Atkins', 'dieters'], ['had', 'lost', 'compared'], ['average', 'pounds', 'pounds', 'group']]	[['months', 'study', 'Atkins', 'group'], ['had', 'lost', 'compared'], ['average', 'pounds', 'group']]
1	1990975	1991132	[['Secretary', 'State', 'Colin', 'Powell', 'leader'], ['believed'], ['year', 'hostage', 'standoff', 'Moscow', 'theater', 'threat', 'U.S.', 'security', 'Friday']]	[['U.S.', 'Secretary', 'State', 'Colin', 'Powell', 'Friday'], ['designated'], ['rebel', 'leader', 'Shamil', 'Basayev', 'threat', 'security', 'United', 'States', 'U.S.', 'citizens']]
1	218969	218921	[['Parsons'], ['told'], ['reporters', 'NASA', 'headquarters']]	[['Mr.', 'Parsons'], ['said'], ['news', 'conference', 'NASA', 'headquarters']]
1	2920008	2920256	[['Mr.', 'Kozlowski'], ['contends', 'included', 'attending', 'were'], ['event', 'business', 'Tyco', 'employees']]	[['Mr.', 'Kozlowski'], ['contends', 'was'], ['event', 'part', 'business', 'function']]
0	117405	116942	[['Mariners'], ['torched'], ['Randy', 'Choate', 'Juan', 'Acevedo', 'runs', 'bulge']]	[['Mariners'], ['piled'], ['Randy', 'Choate', 'Juan', 'Acevedo', 'bottom', 'inning']]
1	887074	886949	[['Redmond', 'Wash.', 'company'], ['said', 'was', 'acquiring'], ['property', 'technology', 'assets', 'GeCAD']]	[['Microsoft'], ['said', 'intends', 'acquire'], ['Tuesday', 'property', 'technology', 'assets', 'antivirus', 'GeCAD', 'Software', 'Srl']]
1	419328	419467	[['nature', 'attacks'], ['is', 'fueled', 'spread'], ['mix', 'hatreds', 'desire', 'terror', 'region']]	[['attacks'], ['are', 'fuelled', 'spread'], ['mix', 'hatreds', 'desire', 'terror', 'region']]
0	1697711	1697837	[['Ireland', 'Palestine', 'Solidarity', 'Campaign', 'Mr', 'O', 'Muireagáin', 'member'], ['welcomed'], ['release']]	[['Ireland', 'Palestine', 'Solidarity', 'Campaign', 'member'], ['said', 'was', 'researching'], ['schools', 'exchange', 'project']]
0	3363080	3363246	[['S&P', 'Nasdaq'], ['have', 'gained'], ['percent']]	[['Nasdaq', 'composite'], ['gained', 'having', 'edged'], ['percent', 'week']]
0	1785022	1785160	[['U.S.', 'Army', 'Pfc.', 'Jessica', 'Lynch'], ['was', 'awarded'], ['Bronze', 'Star', 'Purple', 'Heart', 'Prisoner', 'War', 'medals', 'Walter', 'Reed', 'Army', 'Medical', 'Center']]	[['Lynch', 'hills', 'West', 'Virigina', 'Tuesday'], ['received'], ['Purple', 'Heart', 'Prisoner', 'War', 'medals', 'Walter', 'Reed', 'Army', 'Medical', 'Center', 'Washington']]
1	961836	962243	[['PeopleSoft'], ['said', 'had', 'rejected'], ['board', 'Oracle', 'offer']]	[['PeopleSoft', 'board'], ['rejected'], ['Oracle', 'takeover', 'offer']]
1	2192289	2192322	[['contract'], ['extends', 'be'], ['guarantee', 'pay', 'bonus', 'year']]	[['contract'], ['sets'], ['base', 'salary', 'target', 'bonus', 'minimum']]
1	1660835	1660765	[['rebel'], ['said', 'were', 'involved'], ['insurgents', 'attack']]	[['rebel'], ['said', 'had', 'been', 'involved'], ['combatants', 'offensive']]
0	3140260	3140288	[['Dow', 'Jones', 'average'], ['ended', 'advancing'], ['day', 'Wednesday']]	[['Dow', 'Jones', 'average'], ['fell'], ['points', 'percent']]
0	3013559	3013501	[['Mr', 'Goh'], ['met'], ['Pakistani', 'President', 'Pervez', 'Musharraf', 'Tajikistan', 'President', 'Emomali', 'Sharipovich', 'Rakhmonov']]	[['Mr', 'Goh'], ['met', 'held'], ['Pakistani', 'President', 'Pervez', 'Musharraf', 'talks', 'Tajikistan', 'President', 'Emomali', 'Sharipovich', 'Rakhmonov']]
1	1720166	1720115	[['Cortisol', 'levels', 'saliva', 'day', 'care', 'children'], ['were', 'rose', 'judged', 'be'], ['day', 'care', 'center', 'personnel']]	[['Cortisol', 'levels', 'saliva', 'children'], ['were', 'rose', 'staffed', 'judged', 'be'], ['centre']]
1	358545	358607	[['spring'], ['last'], ['years']]	[['seasons'], ['last'], ['decades']]
1	424643	424716	[['SSE', 'CEO', 'Marchant'], ['said', 'sell'], ['Midlands', 'power', 'generation', 'assets', 'Turkey', 'Pakistan', 'utility', 'International', 'Power', 'Plc', 'IPR.L', 'pounds']]	[['SSE'], ['sell'], ['Midlands', 'power', 'generation', 'assets', 'Turkey', 'Pakistan', 'UK', 'utility', 'International', 'Power', 'Plc', 'pounds']]
0	1353356	1353174	[['Fraley'], ['said', 'adding', 'have', 'adopted'], ['countries', 'biotechnology']]	[['Biotech', 'products', 'anything'], ['be'], ['products', 'testing']]
1	229248	228887	[['be', 'gives'], ['January', 'star', 'Jill', 'Hennessy', 'birth']]	[['NBC'], ['plans', 'shelve', 'has'], ['Crossing', 'Jordan', 'January', 'star', 'Jill', 'Hennessy', 'child']]
1	2181021	2180960	[['Yale', 'spokesman', 'Tom', 'Conroy'], ['said', 'was', 'prepared', 'keep', 'running', 'doing'], ['university', 'campus', 'workers', 'managers', 'work']]	[['Yale', 'spokesman', 'Tom', 'Conroy'], ['said', 'planned', 'keep', 'running', 'performing'], ['university', 'campus', 'managers', 'workers', 'union', 'workers', 'jobs']]
1	1050857	1050763	[['court'], ['heard'], ['yesterday']]	[['Southwark', 'Crown', 'Court'], ['was', 'told'], ['yesterday']]
0	41192	41211	[['Shares', 'USA', 'Interactive'], ['rose', 'have', 'gained'], ['percent', 'Friday', 'Nasdaq', 'Stock', 'Market', 'trading', 'percent', 'year']]	[['Shares', 'LendingTree'], ['rose', 'close'], ['percent', 'Nasdaq', 'stock', 'market', 'yesterday']]
1	2221460	2221621	[['Russell', 'index', 'company', 'stocks'], ['was'], ['percent']]	[['Russell', 'index', 'barometer', 'company', 'stocks'], ['rose'], ['percent']]
1	2254053	2254016	[['law'], ['does', 'regulate', 'contribute', 'decided'], ['individuals', 'campaigns', 'advantage', 'millionaires', 'Mr.', 'Schwarzenegger', 'Mr.', 'Ueberroth', 'candidates']]	[['law'], ['does', 'regulate', 'contribute', 'decided'], ['individuals', 'campaigns', 'advantage', 'millionaires', 'Schwarzenegger', 'Ueberroth']]
1	1012075	1012032	[['Dixon'], ['put', 'winning'], ['style', 'display', 'Sunday', 'afternoon', 'Honda', 'Indy', 'Pikes', 'Peak', 'International', 'Raceway']]	[['Scott', 'Dixon'], ['made', 'winning', 'look'], ['Honda', 'Indy', 'Sunday', 'Pikes', 'Peak', 'International', 'Raceway']]
1	1410935	1410955	[['includes'], ['groups', 'individuals']]	[['addition', 'list', 'date', 'names'], ['is'], ['Zelimkhan', 'Yandarbiev', 'president', 'Chechnya']]
0	757161	757320	[['workers'], ['were'], ['quarantine']]	[['people'], ['were', 'working'], ['quarantine', 'thousands', 'health-care', 'workers', 'quarantine']]
1	2109569	2109788	[['people'], ['attended', 'kicking', 'tied'], ['ceremony', 'days', 'observances', 'March', 'Washington']]	[['people'], ['came', 'stifling', 'begin', 'tied', 'coming'], ['heat', 'days', 'observances', 'anniversary', 'March', 'Washington', 'Aug.']]
0	1787836	1787964	[['Southwest'], ['exercised', 'were', 'accelerated'], ['options', 'options', 'delivery', 'year']]	[['Southwest'], ['said', 'exercised', 'remaining'], ['options', 'delivery', 'Boeing', 'year']]
1	1921888	1921873	[['finding', 'research'], ['showed', 'suffering', 'were', 'infected'], ['patients', 'Bowel', 'Syndrome', 'IBS', 'MAP', 'bug']]	[['Hermon-Taylor'], ['said', 'showed', 'suffering', 'be', 'infected'], ['finding', 'research', 'patients', 'bowel', 'syndrome', 'IBS', 'MAP']]
0	3041807	3041719	[['Details', 'research'], ['appear'], ['Nov.', 'issue', 'Journal', 'American', 'Medical', 'Association']]	[['results', 'Journal', 'American', 'Medical', 'Association'], ['involved'], ['heart', 'attack', 'patients']]
0	3435718	3435733	[['IXIC'], ['tacked'], ['points', 'percent']]	None
1	1082201	1082171	[['company'], ['announced'], ['yesterday']]	[['United', 'Airways'], ['plans', 'offer', 'becoming', 'do'], ['e-mail', 'flights', 'end', 'year', 'U.S.', 'carrier']]
1	524455	524526	[['Volodymyr', 'Gorbanovsky', 'deputy', 'director', 'plane', 'owners', 'Mediterranean', 'Airlines'], ['said', 'appeared', 'have', 'veered'], ['flight', 'path', 'fog']]	[['Volodymyr', 'Gorbanovsky', 'deputy', 'director', 'plane', 'owners', 'Mediterranean', 'Airlines'], ['said', 'indicated', 'had', 'veered'], ['information', 'flight', 'path', 'fog']]
1	2251019	2251007	[['Sweeney'], ['said', 'announce'], ['formation', 'union', 'Wednesday', 'Detroit']]	[['Sweeney'], ['is', 'announce'], ['campaign', 'speech', 'Wednesday', 'Detroit']]
1	2738677	2738741	[['rate', 'skin', 'cancer'], ['has', 'tripled', 'according'], ['1950s', 'Norway', 'Sweden', 'study']]	[['study'], ['found', 'tripled'], ['skin', 'cancer', 'Norway', 'Sweden', '1950s']]
0	2947200	2947300	[['Shares', 'Safeway'], ['rose', 'rose'], ['p', 'p', 'Morrison', 'shares', 'p', 'p', 'morning', 'trade']]	[['Shares', 'Safeway'], ['rose'], ['p', 'p', 'morning', 'trade', 'London']]
1	549224	549434	[['Ask', 'Jeeves'], ['agreed', 'sell'], ['business', 'software', 'division', 'rival', 'Kanisa']]	[['Ask', 'announced', 'plans', 'sell'], ['Jeeves', 'Wednesday', 'enterprise', 'software', 'division', 'Jeeves', 'Solutions', 'Kanisa']]
1	3275436	3275564	[['PSA', 'test'], ['has', 'be', 'followed', 'be', 'confirmed'], ['biopsy', 'procedures', 'cancer']]	[['PSA', 'test'], ['be', 'followed'], ['biopsy', 'procedures']]
0	1588251	1588119	[['Nasdaq', 'Composite', 'Index'], ['gained'], ['points', 'percent', 'close', 'months']]	[['Nasdaq', 'Composite', 'Index', 'IXIC'], ['was'], ['points', 'percent']]
0	779810	779840	[['Anadarko'], ['expects'], ['volume', 'BOE', 'BOE']]	[['Production', 'quarter'], ['was', 'cut'], ['barrels', 'barrels']]
1	2594771	2594835	[['Institute', 'Supply', 'Management', 'manufacturing', 'index'], ['dipped'], ['August']]	[['Institute', 'manufacturing', 'barometer'], ['slipped'], ['September', 'August']]
1	1605350	1605425	[['Trans'], ['makes', 'consume', 'compared'], ['percent', 'percent', 'Americans', 'percent', 'fat']]	None
1	2494149	2494073	[['slide', 'prices', 'OPEC', 'expectations', 'surge', 'oil', 'inventories'], ['have', 'compounded'], ['fears', 'softening', 'market']]	[['percent', 'slide', 'prices', 'month', 'expectations', 'oil', 'inventories'], ['compounded'], ['OPEC', 'fears', 'softening', 'market']]
0	333586	333691	[['Iraq', 'economy'], ['was', 'ravaged', 'oust', 'ended'], ['years', 'U.N.', 'sanctions', 'ex-president', 'Saddam', 'Hussein', 'occupation', 'Kuwait', 'war', 'April']]	[['Iraq', 'economy'], ['was', 'shattered', 'oust', 'ended'], ['president', 'Saddam', 'Hussein', 'war', 'April']]
0	927971	927923	[['Nationwide', 'syndrome'], ['has', 'infected', 'killed'], ['people', 'two-thirds', 'world', 'total']]	[['syndrome'], ['has', 'infected', 'killed'], ['Asia']]
1	3416793	3416659	[['Smith'], ['found', 'falls', 'meaning', 'is', 'collecting'], ['cigarette', 'tax', 'tobacco', 'consumer', 'tribe', 'tribe', 'agent', 'tax']]	[['Smith'], ['ruled', 'falls', 'making', 'collecting'], ['state', 'tax', 'tobacco', 'consumer', 'tribe', 'tribe', 'agent', 'tax']]
1	1703383	1703476	[['Hoffa'], ['vanished'], ['afternoon', 'July', 'Bloomfield', 'Township', 'parking', 'lot', 'Oakland', 'County', 'miles', 'Detroit']]	[['Hoffa'], ['vanished'], ['afternoon', 'July', 'parking', 'lot', 'Detroit', 'suburb', 'Oakland', 'County']]
0	1842916	1842855	[['Madame', 'Mao'], ['was', 'sentenced'], ['life', 'imprisonment', 'role', 'Cultural', 'Revolution']]	[['commuted'], ['life']]
0	2333634	2333613	[['vehicles', 'army'], ['were', 'damaged'], ['explosion']]	[['vehicles', 'shop'], ['were', 'damaged'], ['explosion']]
1	3023029	3023229	[['Peterson'], ['is', 'charged'], ['murder', 'deaths', 'wife', 'son']]	[['Peterson'], ['is', 'charged'], ['counts', 'murder', 'slayings', 'wife', 'Laci', 'son', 'Conner']]
1	497592	497567	[['is', 'demonstrate'], ['vulnerability', 'building', 'sequences']]	[['is', 'building'], ['sequences']]
1	2222013	2222000	[['Cablevision'], ['is', 'obligated', 'pay'], ['YES', 'Network', 'lawsuit', 'Time', 'Warner', 'Cable']]	[['Cablevision'], ['be', 'footing'], ['bill', 'YES', 'lawsuit', 'Time', 'Warner', 'Cable']]
0	142757	142681	[['Germany', 'Foreign', 'Ministry'], ['said', 'believed', 'were', 'had'], ['passengers', 'states', 'Lower', 'Saxony', 'Schleswig-Holstein', 'details']]	[['Germany'], ['said', 'were'], ['passengers', 'states', 'Lower', 'Saxony', 'Schleswig-Holstein']]
1	2081069	2081132	[['agency'], ['consider', 'are', 'submitted'], ['tax', 'returns', 'payments', 'Aug.', 'Aug.']]	[['agency'], ['said', 'consider', 'are', 'completed'], ['tax', 'returns', 'payments', 'Friday', 'Aug.', 'Aug.']]
1	1910298	1910189	[['Shares', 'Microsoft'], ['fell', 'close'], ['cent', 'Nasdaq', 'Stock', 'Market']]	[['Microsoft', 'shares', 'MSFT', 'news', 'chart', 'profile'], ['fell', 'close'], ['cent']]
1	1084673	1084603	[['films'], ['include'], ['Malcolm', 'X', 'Summer', 'Sam', 'Jungle', 'Fever']]	[['movies'], ['include', 'Do'], ['Malcolm', 'X', 'Summer', 'Sam', 'Jungle', 'Fever', 'Right', 'Thing']]
1	1351550	1351155	[['Carlson', 'Tuesday'], ['said', 'recuse'], ['case']]	[['Service', 'officials'], ['said', 'refused', 'recuse'], ['Carlson', 'case']]
1	1784357	1784427	[['agents'], ['spent', 'investigating'], ['thousands', 'hours', 'al-Bayoumi']]	[['Connolly'], ['said', 'spent', 'investigating'], ['FBI', 'agents', 'San', 'Diego', 'thousands', 'hours', 'al-Bayoumi']]
0	1343037	1343491	[['Dow', 'Jones', 'average'], ['fell', 'fell'], ['percent', 'bond', 'values']]	[['Dow', 'Jones', 'average'], ['finished'], ['day', 'points']]
0	3240212	3240174	[['Mayor', 'James', 'Quinn'], ['ordered', 'flown'], ['city', 'flags', 'half-mast', 'days']]	[['Mayor', 'James', 'Quinn'], ['ordered', 'flown'], ['city', 'flags', 'days']]
1	2733361	2733225	[['Mrs.', 'Kroc'], ['ranked'], ['No.', 'Forbes', 'magazine', 'list', 'nation', 'people']]	[['Kroc'], ['ranked'], ['No.', 'Forbes', 'magazine', 'list', 'nation', 'people', 'worth']]
1	1924249	1924200	[['threat'], ['seemed', 'be', 'including', 'freed'], ['looting', 'crime', 'robberies', 'prisoners', 'Saddam', 'war']]	[['threat'], ['seemed', 'be', 'including', 'freed'], ['looting', 'crime', 'robberies', 'tens', 'thousands', 'prisoners', 'Mr.', 'Hussein', 'year']]
0	127711	127942	[['Pratt', 'Whitney'], ['had', 'said', 'be', 'outsourced'], ['cent', 'engine', 'equipment', 'Europe', 'assembly', 'Germany']]	[['Pratt', 'Whitney'], ['had', 'said', 'won', 'be', 'outsourced'], ['contract', 'cent', 'engine', 'equipment', 'suppliers', 'assembly', 'Germany']]
1	655498	655391	[['woman'], ['was', 'exposed', 'was'], ['SARS', 'virus', 'hospital', 'health', 'care', 'worker']]	[['woman'], ['was', 'exposed', 'was'], ['SARS', 'virus', 'hospital', 'health-care', 'worker']]
0	2637529	2637241	[['arrests'], ['revealed'], ['details', 'investigation', 'Selenski', 'Mount', 'Olivet', 'Road', 'home']]	[['Kerkowski', 'Fassett', 'bodies'], ['were', 'unearthed'], ['Selenski', 'Mount', 'Olivet', 'Road', 'home', 'June']]
1	129988	130086	[['SPX'], ['lost'], ['points', 'percent']]	[['Standard', 'Poors', 'index'], ['was'], ['points']]
1	1650317	1650169	[['Bond'], ['voiced', 'attended'], ['disappointment', 'President', 'Bush', 'brother', 'conference', 'Texas', 'meeting', 'Florida']]	[['Bond'], ['voiced', 'attended'], ['disappointment', 'President', 'Bush', 'brother', 'conference', 'Florida', 'year', 'conference', 'Texas']]
0	433768	433845	[['Blanca', 'husband', 'Roger', 'Lawrence', 'Strunk'], ['faces', 'issued', 'says', "'s", 'leading'], ['murder', 'indictment', 'February', 'government', 'suspect']]	[['Blanca', 'husband', 'Roger', 'Lawrence', 'Strunk', 'Tracy'], ['faces', 'issued'], ['murder', 'indictment', 'government', 'February']]
0	394030	394435	[['question'], ['was', 'infuriated', 'leading', 'vote', 'abstain'], ['France', 'Washington', 'charge', 'U.N.', 'authorization', 'war']]	[['France', 'Washington', 'charge', 'U.N.', 'approval', 'war'], ['sought'], ['changes']]
0	2079192	2079450	[['trading'], ['resumed', 'continued', 'affect'], ['glitches', 'blackout', 'parts', 'New', 'York', 'City']]	[['Stocks'], ['budged', 'resumed'], ['Friday', 'trading', 'glitches', 'blackout', 'New', 'York']]
0	3294289	3294206	[['Tony', 'Blair'], ['has', 'taken', 'arguing', 'be', 'done', 'lessen'], ['hardline', 'stance', 'nothing', 'pressure', 'Mugabe', 'gathering', 'capital', 'Abuja']]	[['Prime', 'Minister'], ['has', 'taken', 'arguing', 'be', 'done', 'lessen'], ['hardline', 'stance', 'nothing', 'pressure', 'Mugabe']]
1	3015328	3015421	None	[['James', 'Brolin', 'Judy', 'Davis'], ['play'], ['Ronald', 'Nancy', 'Reagan', 'CBS', 'film']]
0	2677674	2677852	[['Securities', 'Exchange', 'Commission'], ['filed'], ['fraud', 'complaint', 'Dinh', 'Phoenixville']]	[['Securities', 'Exchange', 'Commission'], ['brought'], ['case', 'Thursday']]
0	3009646	3009757	[['Levin', 'attorney', 'Bo', 'Hitchcock'], ['declined', 'comment'], ['Friday']]	[['Hitchcock'], ['has', 'declined', 'comment', 'has'], ['case', 'Levin']]
0	3455245	3455323	[['C-17', 'transporter'], ['returned', 'exploded'], ['Baghdad', 'engine']]	[['transport', 'plane'], ['returned', 'exploded', 'called'], ['Baghdad', 'engine', 'officials', 'safety', 'incident']]
1	3175893	3176113	[['franc'], ['rose', 'was'], ['centime', 'dollar', 'CHF', 'greenback']]	[['franc'], ['rose', 'was'], ['quarters', 'percent', 'dollar', 'greenback']]
0	314376	314810	[['Associated', 'Press', 'Writers', 'Michelle', 'Morgante', 'San', 'Diego', 'Ken', 'Ritter', 'Las', 'Vegas'], ['contributed'], ['article']]	[['Associated', 'Press', 'Writer', 'Ken', 'Ritter', 'Las', 'Vegas'], ['contributed'], ['article']]
1	2728250	2728424	[['Motorola'], ['had', 'scheduled', 'be', 'released'], ['earnings', 'report', 'today', 'close', 'trading']]	[['Schaumburg', 'company'], ['had', 'scheduled', 'be', 'released'], ['earnings', 'report', 'Tuesday', 'close', 'trading']]
1	388283	388371	[['Axcan', 'shares'], ['closed'], ['cents', 'percent', 'Toronto', 'Tuesday']]	[['Axcan', 'shares'], ['were'], ['percent', 'cents', 'Toronto', 'Tuesday']]
0	3063387	3063680	[['doctors', 'prisoner', 'war', 'Jessica', 'Lynch'], ['dismissed', 'made', 'was', 'raped'], ['Friday', 'claims', 'biography', 'captors']]	[['prisoner', 'war', 'Pfc.', 'Jessica', 'Lynch'], ['is', 'winning', 'reveal', 'was', 'raped'], ['admiration', 'hometown', 'courage', 'captors']]
1	1006726	1006791	[['Lee'], ['won', 'preventing', 'using'], ['injunction', 'New', 'York', 'Viacom', 'name', 'Spike', 'TV']]	[['New', 'York', 'City', 'judge'], ['ordered', 'stop', 'using', 'pending'], ['Viacom', 'name', 'Spike', 'TV', 'trial']]
1	1741621	1742071	[['California', 'legislator'], ['proposed', 'requiring', 'driving', 'sought', 'renew'], ['law', 'tests', 'age', 'licenses']]	[['California', 'state', 'senator'], ['proposed', 'requiring', 'take', 'driving', 'renew'], ['law', 'motorists', 'age', 'tests', 'licenses']]
