1	702876	702977	[['Amrozi'], ['accused', 'called', 'distorting'], ['brother', 'witness', 'evidence']]	[['Amrozi'], ['accused', 'distorting'], ['brother', 'evidence']]
1	2754612	2754633	[[], ['said', 'was', 'rule', 'was'], ['chemical', 'cancer', 'risk', 'humans']]	[[], ['is', 'say', 'pose'], ['cancer', 'risk', 'humans']]
0	1617344	1617290	[['Attorney', 'John', 'Barnett', 'Morse'], ['showed'], ['photos', 'scratch', 'Morse', 'neck', 'officer', 'ear']]	[['Barnett'], ['showed'], ['photos', 'scratch', 'Morse', 'neck', 'officer', 'ear']]
1	153199	153213	[['letter'], ['stated', 'was', 'placed'], ['baby', 'bed', 'blanket']]	[['infant'], ['was', 'placed'], ['bed', 'baby', 'blanket', 'nurse']]
1	2444519	2444508	[['Galveston', 'County', 'District', 'Attorney', 'Kurt', 'Sistrunk'], ['said', 'received'], ['office', 'recordings', 'week']]	[['Galveston', 'County', 'District', 'Attorney', 'Kurt', 'Sistrunk'], ['told', 'received'], ['Criss', 'Wednesday', 'office', 'week', 'recordings']]
1	2398178	2398195	[['Mr', 'Spitzer'], ['said'], []]	[['Mr.', 'Spitzer'], ['said'], ['yesterday', 'news', 'conference']]
0	2221435	2221631	[['Dow', 'Jones', 'average'], ['was'], ['percent']]	[]
1	1332049	1331979	[['Kyi'], [], ['halt', 'is', 'freed'], ['aid', 'Suu', 'Kyi']]	[['JAPAN'], ['added', 'growing', 'threatening', 'halt', 'released'], ['pressure', 'Burma', 'yesterday', 'aid', 'government', 'leader', 'Aung', 'San', 'Suu', 'Kyi']]
1	516583	516789	[['decision'], ['prove'], ['war', 'terrorism']]	[['Tuesday', 'decision'], ['prove'], ['government', 'war', 'terrorism']]
0	914018	913889	[['state', 'delegation'], ['is', 'made'], ['Democrats', 'Republicans']]	[['state', 'delegation'], ['comprises'], ['Democrats', 'Republicans']]
1	2077064	2077087	[['Lovsan', 'worm'], ['began', 'fouling'], ['computers', 'world']]	[['stage', 'software'], ['began', 'began', 'spreading'], ['Monday', 'Lovsan', 'worm', 'world']]
1	395858	396195	[['U.S.', 'Agriculture', 'Secretary', 'Ann', 'Veneman', 'Tuesdays', 'ban'], ['said', 'send', 'help'], ['Washington', 'team', 'Canada']]	[['U.S.', 'Agriculture', 'Secretary', 'Ann', 'Veneman', 'yesterday', 'ban'], ['said', 'send', 'assist'], ['Washington', 'team', 'Canada', 'situation']]
0	2758909	2758887	[['families', 'frogs'], ['are', 'known', 'were', 'identified', 'described'], []]	[['families', 'frogs'], ['are', 'known', 'were', 'named'], ['mid-1800s']]
1	425412	425310	[['survey'], ['covered'], ['slice', 'sky']]	[['survey', 'star'], ['covered'], ['slice', 'sky']]
1	2264210	2264194	[['standards', 'body'], ['warns', 'affect', 'existing'], ['changes', 'Internet', 'Explorer', 'number', 'Web', 'sites']]	[['changes'], ['affect', 'existing', 'according'], ['number', 'Web', 'pages', 'W3C', 'notice']]
1	1643239	1643042	[['Blair', 'Bush'], ['have', 'faced', 'manipulated', 'make'], ['accusations', 'intelligence', 'weapons', 'mass', 'destruction', 'case', 'action']]	[['premier'], ['has', 'faced', 'overplayed', 'make'], ['accusations', 'intelligence', 'weapons', 'mass', 'destruction', 'case', 'war']]
1	2330167	2330142	[['Tauzin'], ['told'], ['reporters', 'Capitol']]	[['Mr.', 'Tauzin'], ['said'], []]
1	2030917	2030877	[[], ['defend', 'dislike', 'despise'], []]	[[], ['defend', 'dislike', 'despise'], []]
0	1091180	1091301	[['bond', 'US30YT', 'RR'], ['slid'], ['yield', 'percent', 'percent']]	[['bond', 'US30YT', 'RR'], ['lost', 'taking'], ['yield', 'percent', 'percent']]
0	302467	302688	[['China'], ['has', 'threatened', 'execute', 'breaks', 'spreads'], ['jail', 'life', 'anyone', 'quarantine', 'killer', 'SARS', 'virus']]	[['China', 'spread', 'SARS', 'countryside'], ['has', 'threatened', 'execute', 'spreads'], ['jail', 'life', 'anyone', 'killer', 'virus']]
1	2011783	2011647	[[], ['had', 'defied', 'cried', 'is', 'walked', 'guarded'], ['police', 'order', 'Allahu', 'Akbar', 'God', 'Greatest', 'Bashir', 'seat', 'courtroom']]	[['Bashir', 'supporters'], ['had', 'defied', 'cried', 'is', 'walked'], ['police', 'order', 'Allahu', 'Akbar', 'God', 'Greatest', 'seat']]
1	754162	753958	[['announcement'], ['comes', 'reiterated', 'simplify', 'distributes'], ['day', 'Microsoft', 'security', 'chief', 'Scott', 'Charney', 'Microsoft', 'promises', 'way', 'patches', 'users']]	[['announcement'], ['comes', 'reiterated', 'simplify', 'distributes'], ['day', 'Scott', 'Charney', 'Microsoft', 'security', 'chief', 'Microsoft', 'promises', 'way', 'patches', 'customers']]
1	232430	232714	[['Bunia'], ['began', 'neighboring', 'completed'], ['Uganda', 'withdrawal', 'soldiers', 'town']]	[['May', 'Uganda'], ['completed'], ['withdrawal', 'soldiers', 'Bunia']]
1	2759168	2759156	[['Lt-Col', 'Yang'], ['is'], ['son', 'teacher', 'official', 'firm']]	[['Yang'], ['is'], ['son', 'teacher', 'official', 'firm']]
0	1288150	1287646	[['Yankees'], ['had', 'handling'], ['trouble', 'Victor', 'Zambrano', 'time']]	[['Yankees'], ['wasted', 'breaking'], ['time', 'Zambrano', 'rematch']]
1	2524160	2524303	[[], ['styled'], ['advocate', 'governance']]	[['Mr.', 'McCall', 'governor', 'New', 'York'], ['styled'], ['advocate', 'governance']]
0	1668236	1668179	[['Yeager'], ['said', 'showed', 'being'], ['suspect', 'Target', 'attack', 'tendencies', 'offender']]	[]
0	1957823	1957694	[['Tenet'], ['has', 'been', 'said', 'used', 'trigger'], ['scrutiny', 'November', 'Chief', 'Executive', 'Jeffrey', 'Barbakow', 'company', 'pricing', 'payments', 'Medicare', 'patients']]	[['Jeffrey', 'Brabakow', 'executive', 'time'], ['said', 'used', 'get'], ['company', 'pricing', 'payments', 'Medicare', 'patients']]
1	2007711	2007677	[['decision'], ['means', 'including', 'be', 'tried'], ['case', 'Gary', 'Lee', 'Sampson', 'capital', 'charges', 'September']]	[[], ['means', 'including'], ['case', 'Gary', 'Lee', 'Sampson', 'capital', 'charges', 'trial', 'September']]
1	1297519	1297825	[['contender', 'General', 'Electric', 'NBC'], ['submitted', 'said'], ['letter', 'interest', 'source', 'matter']]	[['source', 'matter'], ['said'], []]
0	513165	513247	[['Freeman', 'hearing'], ['be'], ['surface', 'driver', 'license']]	[['Freeman'], ['said', 'having', 'has', 'been'], ['driver', 'license', 'burden']]
1	1909555	1909331	[['Brian', 'Halla', 'National', 'executive'], ['said'], ['statement']]	[['deal'], ['makes'], ['sense', 'companies']]
1	588637	588864	[['Consumers', 'jobs'], ['jumped', 'claiming', 'was', 'slipped'], ['work']]	[['Consumers', 'jobs'], ['jumped', 'saying', 'was', 'slipped'], ['work', 'April']]
0	2252795	2252970	[[], ['has', 'believing', 'is'], ['plans', 'television', 'advertising']]	[['Lieberman', 'aide'], ['said', 'were'], ['plans', 'television', 'advertising']]
1	2668688	2668644	[['priest', 'Rev.', 'John', 'F.', 'Johnston', 'Avenue', 'Jackson', 'Heights'], ['was', 'charged', 'aggravated'], ['harassment', 'possession', 'weapon']]	[['Rev.', 'John', 'Johnston'], ['was', 'charged', 'aggravated', 'according'], ['harassment', 'phone', 'call', 'case', 'possession', 'weapon', 'police', 'statement']]
1	1851377	1851386	[['Hubach'], ['said'], ['statement']]	[['Qualcomm'], ['has', 'enjoyed', 'selling'], ['years', 'chips', 'competition']]
1	1641980	1642291	[['state'], ['emerge', 'decides', 'writing', 'holding'], ['government', 'process', 'constitution', 'elections']]	[['state'], ['emerge', 'decides', 'write', 'hold'], ['government', 'process', 'constitution', 'elections']]
1	1756329	1756394	[['Houston', 'Police', 'Department', 'homicide', 'investigator', 'Phil', 'Yochum'], ['said'], ['crime']]	[[], ['think', 'happened'], []]
1	299689	299752	[['Sendmail'], ['said', 'be', 'set', 'permit'], ['system', 'usage']]	[['product'], ['be', 'instructed', 'permit', 'according'], ['use', 'Sendmail']]
0	2282307	2282491	[['Senate', 'Armed', 'Services', 'Committee'], ['hold'], ['hearing', 'Thursday']]	[[], ['has', 'come'], ['vote', 'Senate', 'Armed', 'Services', 'Committee']]
1	3118600	3118635	[['telephone', 'survey'], ['had'], ['margin', 'error', 'percentage', 'points']]	[['poll', 'Oct.', 'Nov.'], ['had'], ['margin', 'error', 'percentage', 'points']]
1	1673112	1673068	[['United'], ['issued', 'saying', 'work'], ['statement', 'unions']]	[['vice', 'president', 'Sara', 'Fields'], ['said', 'work'], ['airline', 'unions']]
1	3127902	3127435	[['Tonight', 'Morgan', 'students', 'Wheaton', 'College'], ['gather'], ['gym', 'dance', 'school', 'history']]	[['College'], ['gather'], ['gym', 'Friday', 'night', 'dance', 'school', 'history']]
0	770718	770731	[['bodies', 'Invercargill', 'man', 'Warren', 'Campbell', 'companion', 'Jonathan', 'Smith'], ['were', 'recovered'], ['Mt', "D'Archiac", 'yesterday', 'morning']]	[['Warren', 'David', 'Campbell', 'companion', 'Jonathan', 'Smith'], ['did', 'return', 'expected', 'climbing'], ['Tuesday', 'Mt', "D'Archiac", 'McKenzie', 'District']]
0	2654770	2654751	[['President', 'Bush'], ['named'], ['Kathy', 'Gregg', 'Student', 'Loan', 'Marketing', 'Association', 'board', 'directors']]	[['President', 'Bush'], ['named'], ['Student', 'Loan', 'Marketing', 'Association', 'U.S.', 'lender', 'students']]
1	1093844	1093616	[['Beckham'], ['receive', 'earning'], ['salary', 'bonuses', 'game']]	[['Beckham'], ['earn'], ['pocket', 'salary', 'year', 'bonuses']]
0	1722079	1721812	[['agency'], ['says'], []]	[['NHTSA'], ['said'], []]
0	1545909	1546212	[['week', 'tour'], ['take', 'is', 'aimed', 'softening'], ['Bush', 'Senegal', 'South', 'Africa', 'Botswana', 'Uganda', 'Nigeria', 'warrior', 'image', 'home']]	[['Mr.', 'Bush'], ['visit', 'returning'], ['Senegal', 'South', 'Africa', 'Botswana', 'Uganda', 'Nigeria', 'home', 'Saturday']]
0	126769	126737	[['Executive', 'recruiters'], ['say', 'finding', 'be', 'is'], ['chief', 'merchandising', 'officer', 'hires', 'dearth', 'ones']]	[['Executive', 'recruiters'], ['say', 'finding', 'be'], ['chief', 'merchandising', 'officer', 'hires']]
1	3142048	3142198	[[], ['told'], ['victory', 'party', 'New', 'Orleans']]	[[], ['have', 'sent', 'is'], ['message', 'nation', 'Louisiana']]
0	2609476	2609428	[['cases', 'West', 'Nile', 'virus'], ['were', 'reported'], ['Mesa', 'County', 'Health', 'Department', 'Wednesday']]	[['West', 'Nile', 'cases', 'counties'], ['had', 'been', 'reported'], ['health', 'department']]
1	967485	967554	[[], ['said', 'began', 'was', 'eradicate'], ['operation', 'Monday', 'part', 'effort', 'Baath', 'Party', 'loyalists', 'groups', 'elements']]	[['statement', 'command'], ['said', 'was', 'eradicate'], ['raid', 'part', 'effort', 'Baath', 'Party', 'loyalists', 'groups', 'elements']]
0	229207	229298	[['NBC'], ['end', "'s"], ['season', 'network', 'CBS']]	[['NBC'], ['end', 'is'], ['season', 'network', 'CBS']]
1	2357324	2357271	[[], ['climb'], ['pot', 'beer']]	[[], ["'s", 'climb'], ['beer']]
0	1438120	1437645	[['France', 'CAC-40'], ['rose', 'slipped', 'advanced'], ['percent', 'Britain', 'FTSE', 'percent', 'Germany', 'DAX', 'index', 'percent']]	[['France', 'CAC-40'], ['fell', 'dropped', 'lost'], ['percent', 'Britain', 'FTSE', 'percent', 'Germany', 'DAX', 'index', 'percent']]
0	1378077	1378273	[['issues'], ['outnumbered'], ['decliners', 'New', 'York', 'Stock', 'Exchange']]	[['issues'], ['outnumbered'], ['advancers', 'New', 'York', 'Stock', 'Exchange']]
1	47037	47072	[['prisoners', 'countries', 'Canada'], ['are', 'held', 'captured'], ['war', 'Afghanistan', 'al-Qaida', 'network']]	[['prisoners', 'countries'], ['are', 'being', 'held', 'captured'], ['Naval', 'base', 'Guantanamo', 'Bay', 'war', 'Al', 'Qaeda', 'Afghanistan']]
1	1964547	1964856	[[], ['said'], ['news', 'conference', 'Capitol']]	[['stages', 'life', 'Bruno'], ['told'], ['state', 'Capitol', 'news', 'conference']]
1	1149319	1149377	[['PeopleSoft', 'CEO', 'Craig', 'Conway'], ['said'], []]	[['Oracle', 'offer'], ['undervalues', 'is'], ['company', 'interest', 'PeopleSoft', 'stockholders']]
1	1591361	1591597	[['Bryant'], ['surrendered', 'posted'], ['authorities', 'Friday', 'bond']]	[['Bryant'], ['presented', 'was', 'released', 'posting'], ['authorities', 'Friday', 'bail']]
1	2568019	2567975	[['Roberson'], ['was', 'bitten', 'scratched', 'according'], ['back', 'leg', 'mother', 'Shamika', 'Woumnm', 'Dorchester']]	[['mother'], ['said'], []]
1	2375172	2375137	[[], ['says', 'released', 'left', 'have', 'prolonged', 'cutting'], ['information', 'tarot', 'card', 'shooting', 'scene', 'spree', 'communications', 'sniper']]	[[], ['says', 'left', 'have', 'prolonged', 'cutting'], ['release', 'tarot', 'card', 'scene', 'spree', 'communications', 'sniper']]
1	780408	780363	[['Chief', 'officer', 'Andy', 'Bryant'], ['has', 'said', 'had', 'expected'], ['hike', 'affect', 'volume', 'officials']]	[['Bryant'], ['has', 'said', 'had', 'expected'], ['hike', 'effect', 'demand', 'officials']]
0	117397	116930	[[], ['was'], ['Yankees', 'defeat', 'skid', 'season']]	[['Yankees'], ['are'], ['slump', 'season']]
0	494836	494848	[['Solomon'], ['is', 'starting'], ['United', 'States', 'Canada', 'price']]	[['Solomon'], ['is'], ['U.S.', 'Canada', 'Microsoft', 'Business', 'Solutions', 'resellers']]
1	1278159	1278426	[['report'], ['does', 'attempt', 'address'], ['complexities', 'issue']]	[]
1	2715952	2715935	[['SEC'], ['said', 'was', 'preparing', 'draw', 'combat'], ['Thursday', 'staff', 'rules', 'trading', 'abuses']]	[['Securities', 'Exchange', 'Commission'], ['said', 'was', 'preparing', 'draw', 'combat'], ['staff', 'rules', 'trading', 'abuses']]
0	1244546	1244687	[['History'], ['remember', 'has', 'saved', 'making'], ['University', 'Washington', 'Dr.', 'Belding', 'Scribner', 'man', 'lives', 'kidney', 'dialysis']]	[['Dr.', 'Belding', 'Scribner', 'inventor', 'device', 'kidney', 'dialysis', 'lives'], ['has', 'died'], ['Seattle', 'age']]
0	2590100	2589773	None	[['Nevada'], ['is'], ['women', 'smoke', 'percent']]
0	585263	585343	[[], ['meet'], ['French', 'President', 'Jacques', 'Chirac']]	[[], ['include'], ['French', 'President', 'Jacques', 'Chirac', 'German', 'Chancellor', 'Gerhard', 'Schroeder']]
1	2555777	2555594	[[], ['is', 'serving', 'acting', 'is'], ['Chechnya', 'president', 'boss', 'Akhmad', 'Kadyrov', 'campaign', 'trail']]	[[], ['is', 'serving', 'acting', 'is', 'running'], ['Chechnya', 'president', 'boss', 'Akhmad', 'Kadyrov', 'region', 'Oct.', 'election']]
0	953802	953744	[['Nasdaq', 'Composite', 'Index'], ['dipped'], ['point']]	[['IXIC'], ['added'], ['points', 'percent']]
1	1629945	1629901	[['hearing'], ['came', 'singled', 'failing', 'address'], ['day', 'Pentagon', 'time', 'officer', 'Dallager', 'scandal']]	[['hearing'], ['occurred', 'singled', 'addressing'], ['day', 'Pentagon', 'time', 'officer', 'Dallager', 'scandal']]
1	821523	821385	[['Robert', 'Liscouski', 'Assistant', 'Secretary', 'Homeland', 'Security', 'Infrastructure', 'Protection'], ['oversee'], ['NCSD']]	[['NCSD', 'chief'], ['be'], ['Robert', 'Liscouski', 'assistant', 'secretary', 'Homeland', 'Security', 'Infrastructure', 'Protection']]
1	2555766	2555591	[['officials', 'government', 'target', 'rebels', 'tension'], ['is', 'running'], ['Sunday', 'election', 'Chechnya']]	[]
1	1979300	1979257	[['Columbia'], ['was', 'destroyed', 'killing'], ['re-entry', 'Feb.', 'astronauts']]	[['Columbia'], ['broke', 'killing'], ['descent', 'Feb.', 'astronauts']]
1	3292858	3292499	[['Feral', 'group'], ['was', 'resulted', 'imposing'], ['tourism', 'boycott', 'decade', 'then-Gov', 'Walter', 'J.', 'Hickel', 'moratorium', 'wolf', 'control']]	[['Friends', 'Animals', 'members'], ['was', 'resulted', 'imposing'], ['tourism', 'boycott', 'then-Gov', 'Walter', 'J.', 'Hickel', 'moratorium', 'wolf', 'control']]
1	725414	725148	[[], ['concludes', 'did', 'was'], ['husband', 'betrayal', 'public']]	[['Mrs', 'Clinton'], ['said', 'were', 'did', 'constitute'], ['husband', 'action', 'betrayal']]
0	1687491	1687417	[['Sen.', 'Bob', 'Graham', 'Florida', 'Democrat'], ['raised', 'getting'], ['start']]	[['Sen.', 'Bob', 'Graham', 'Florida'], ['reported'], ['hand']]
1	1315389	1315289	[['exam'], ['contains', 'tests'], ['sections', 'students', 'knowledge', 'algebra', 'geometry', 'probability', 'statistics']]	[['test', 'sections'], ['includes'], ['algebra', 'geometry', 'questions', 'probability', 'statistics']]
0	1571024	1571088	[['U.S.', 'executives'], ['are', 'feeling', 'according', 'released'], ['business', 'conditions', 'profits', 'survey', 'Monday']]	[['Business', 'confidence', 'U.S.', 'executives'], ['hit', 'according', 'released'], ['quarter', 'survey', 'Monday']]
1	2467980	2467938	[['Massachusetts'], ['is', 'does', 'have', 'having', 'abolished'], ['states', 'death', 'penalty', 'punishment']]	[['Massachusetts'], ['is', 'having', 'abolished'], ['states', 'death', 'penalty']]
1	1272006	1271919	[['Taylor', 'aides'], ['warn', 'trigger', 'shared'], ['departure', 'chaos', 'view', 'Liberia', 'mediators']]	[['aides'], ['warn', 'trigger', 'shared'], ['departure', 'bloodshed', 'view', 'Liberia']]
1	2304696	2304863	[['HP', 'shipments'], ['increased', 'compared'], ['percent', 'increase', 'percent', 'Dell']]	[['HPs', 'shipments'], ['increased', 'compared'], ['cent', 'increase', 'cent', 'Dell']]
1	1737201	1737431	[['Recall', 'say', 'have', 'turned'], ['advocates', 'signatures', 'counties']]	[['Recall', 'say', 'have', 'turned'], ['proponents', 'number', 'signatures']]
1	2383164	2382951	[['Mr.', 'Gettelfinger'], ['said', 'are', 'going', 'continue', 'hammer', 'reach'], ['news', 'conference', 'negotiations', 'process', 'agreement', 'Ford', 'G.M.']]	[[], ['said'], []]
0	85769	85654	[['station', 'KKCS'], ['has', 'suspended', 'playing', 'imposed', 'criticized'], ['disc', 'jockeys', 'songs', 'Dixie', 'Chicks', 'violation', 'ban', 'group', 'member', 'President', 'George', 'Bush']]	[['radio', 'station'], ['has', 'suspended', 'locking', 'playing', 'violating'], ['disc', 'jockeys', 'studio', 'Dixie', 'Chicks', 'songs', 'station', 'ban', 'group', 'music']]
1	1547970	1548372	[['difference'], ['was', 'pay'], ['court', 'attention', 'opinions', 'world', 'courts', 'European', 'Court', 'Human', 'Rights']]	[['difference'], ['was', 'take'], ['court', 'account', 'opinions', 'world', 'courts', 'European', 'Court', 'Human', 'Rights']]
0	1834966	1835064	[[], ["'s", 'win', 'given', 'had'], ['Overture', 'Knight', 'Ridder', 'option', 'signing', 'Google', 'services']]	[[], ["'s", 'win', 'given', 'had', 'been', 'using'], ['Overture', 'Knight', 'Ridder', 'Google', 'advertising', 'services']]
1	1952106	1951806	[['BOSTON', 'The', 'Catholic', 'archdiocese', 'Boston'], ['has', 'offered', 'settle', 'according', 'obtained'], ['clergy', 'sex', 'abuse', 'lawsuits', 'document', 'Associated', 'Press']]	[['Roman', 'Catholic', 'archdiocese', 'Boston'], ['has', 'offered', 'settle', 'involving'], ['sex', 'abuse', 'lawsuits', 'priests']]
1	2727208	2727256	[['Lewis'], ['said', 'were', 'driven', 'improved'], ['results', 'deposit', 'loan', 'growth', 'investment', 'banking', 'trading', 'results', 'mortgage', 'card', 'revenues']]	[['Deposit', 'loan', 'growth', 'investment', 'banking', 'trading', 'results', 'growth', 'mortgage', 'card', 'revenues'], ['drove'], ['quarter', 'results']]
0	3448494	3448458	[['telecom', 'equipment', 'maker', 'Ericsson', 'nasdaq', 'QCOM', 'news', 'people'], ['scrambled'], ['percent']]	[['Telecom', 'equipment', 'maker', 'Lucent', 'Technologies', 'Inc.', 'nyse', 'QCOM', 'news', 'people'], ['rallied'], ['cents', 'percent']]
1	1179259	1179239	[[], ['were', 'supplied', 'given', 'unearthed'], ['reporter', 'David', 'Blair', 'Foreign', 'Ministry', 'Baghdad']]	[]
1	758187	758048	[]	[]
1	1934902	1935161	[['Brian', 'Brabazon'], ['said', 'get', 'turn', 'befriend'], ['son', 'taunters']]	[['mom'], ['said', 'turn', 'befriend'], ['taunters']]
1	1057430	1057549	[['Avants'], ['had'], ['tubes', 'nose', 'oxygen', 'tank']]	[['Avants'], ['had'], ['tubes', 'nose', 'oxygen', 'tank']]
0	2636355	2636382	[['McKnight', 'lawyers'], ['say', 'is', 'caused'], ['proof', 'cocaine', 'use', 'child', 'death']]	[['McKnight', 'lawyers'], ['said', 'had', 'harming'], ['intention', 'child']]
1	2734407	2734397	[['number', 'adults', 'pounds'], ['has', 'quadrupled'], []]	[['research'], ['shows'], []]
1	1017924	1017812	[['flareup', 'Keating'], ['stemmed', 'participate', 'were', 'changed'], ['Cardinal', 'Mahony', 'refusal', 'survey', 'procedures']]	[['flare-up', 'Keating', 'Mahony'], ['began', 'refused', 'participate', 'were', 'changed'], ['cardinal', 'survey', 'procedures']]
0	3292852	3292493	[['animal', 'rights', 'group'], ['waited', 'find', 'has', 'succeeded', 'putting', 'allowing', 'shoot'], ['Friday', 'stop', 'program', 'hunters', 'wolves', 'airplanes', 'Alaska']]	[['Alaska', 'judge'], ['has', 'rejected', 'stop', 'allowing', 'shoot'], ['attempt', 'animal', 'rights', 'group', 'program', 'hunters', 'wolves', 'airplanes', 'Alaska']]
1	2577533	2577526	[['CFTC'], ['has', 'been', 'investigating', 'including', 'manipulating', 'reporting'], ['energy', 'companies', 'Colorado', 'companies', 'energy', 'markets', 'natural-gas', 'trading', 'prices', 'industry', 'publications']]	[['agency'], ['has', 'been', 'investigating', 'manipulated', 'reporting'], ['energy', 'companies', 'energy', 'markets', 'gas', 'trading', 'prices', 'industry', 'publications']]
0	1580731	1580611	[['part'], ['have', 'been', 'sourced'], ['reference', 'work']]	[[], ['went', 'have', 'been', 'sourced'], ['part', 'reference', 'work']]
0	1910414	1910464	[['court'], ['stayed', 'pending'], ['injunction', 'appeal', 'company']]	[['injunction'], ['was', 'stayed', 'pending'], ['appeal', 'Federal', 'Circuit', 'Court', 'Appeals', 'Washington']]
1	2820354	2820518	[[], ['was', 'taken', 'regulated'], ['London', 'Hammersmith', 'hospital', 'doctors', 'Blair', 'heart', 'beat', 'shock']]	[[], ['was', 'taken', 'regulated', 'called'], ['Hammersmith', 'hospital', 'doctors', 'Blair', 'heart', 'beat', 'shock', 'procedure', 'cardio-version']]
1	758287	758501	[['physician', 'procedure'], ['face'], ['years', 'prison']]	[['Physicians', 'procedure'], ['face'], ['years', 'prison', 'bill']]
1	2531749	2531607	[['Chirac', 'pardon', 'law-breaker'], ['refused', 'kept'], ['Humbert', 'request', 'year', 'touch', 'family']]	[['Chirac', 'authority', 'pardon', 'law-breakers'], ['refused', 'be', 'allowed', 'die', 'kept'], ['Humbert', 'request', 'year', 'touch', 'family']]
0	1810937	1810983	[['Dotson'], ['was', 'taken', 'stayed'], ['Chester', 'River', 'Hospital', 'Center']]	[['Dotson'], ['was', 'taken'], ['area', 'hospital', 'evaluation']]
1	3010293	3010036	[[], ['weighed', 'combined'], ['pounds']]	[['boy'], ['weighed', 'were', 'removed'], ['pounds', 'home', 'Oct.']]
1	3180014	3179967	[['charges'], ['allege', 'was', 'kill', 'kidnap'], ['part', 'conspiracy', 'persons', 'country']]	[['government'], ['charges', 'conspired', 'kill', 'kidnap'], ['Sattar', 'Rahman', 'individuals', 'countries']]
1	1640498	1640420	[['company', 'InternationalCo'], ['includes'], ['power', 'pipeline', 'holdings']]	[['company'], ['includes'], ['power', 'pipeline', 'holdings']]
1	1106648	1106676	[[], ['was', 'convicted', 'sentenced'], ['Ventura', 'County', 'Superior', 'Court', 'jury', 'absentia', 'years', 'prison']]	[[], ['was', 'convicted', 'sentenced'], ['absence', 'January', 'years']]
1	1278202	1278372	[]	[['report'], ['had', 'concluded', 'has', 'according'], ['climate', 'change', 'consequences', 'health', 'environment', 'EPA', 'memo']]
0	2750584	2750617	[['reservists'], ['be', 'sent'], ['jobs', 'reconstruction', 'Afghanistan', 'Iraq']]	[['reservists'], ['be', 'sent', 'working'], ['jobs', 'reconstruction', 'Afghanistan', 'Iraq', 'positions', 'translator', 'truck', 'driver']]
1	726966	726945	[['margin', 'error'], ['ranged'], ['percentage', 'points']]	[[], ['has'], ['margin', 'error', 'percentage', 'points']]
1	530989	530791	[['Westfield', 'Galleria', 'Morley'], ['continue'], ['discussions', 'centres', 'Knox', 'City', 'Melbourne', 'Deutsche', 'Bank']]	[['Westfield'], ['continue', 'owns'], ['discussions', 'centres', 'Knox', 'City', 'Melbourne', 'Deutsche', 'Bank', 'cent', 'stake']]
1	2733774	2733758	[['year', 'Bloomberg'], ['boycotted', 'wanted', 'march'], ['parade', 'actors', 'Sopranos']]	[['Bloomberg'], ['snubbed', 'being', 'told', 'march'], ['affair', 'cast', 'members', 'Sopranos']]
1	1758040	1758028	[['Federal', 'agents'], ['said', 'are', 'investigating'], ['Friday', 'theft', 'pounds', 'chemical', 'construction', 'companies', 'Colorado', 'California', 'week']]	[['Federal', 'investigators'], ['are', 'looking'], ['connections', 'theft', 'pounds', 'chemical', 'construction', 'companies', 'Colorado', 'California', 'week']]
1	2638861	2638982	[['Mr.', 'Clinton', 'security', 'adviser', 'Sandy', 'Berger'], ['said', 'was', 'informed'], ['White', 'House', 'FBI', 'activities']]	[['Clinton', 'security', 'adviser', 'Sandy', 'Berger'], ['said', 'was', 'informed'], ['interview', 'White', 'House', 'FBI', 'activities']]
1	3424957	3425063	[['company'], ['said'], []]	[['UK', 'sales', 'weeks', 'December'], ['were'], ['margin', 'percentage', 'points']]
1	775197	775031	[['prosecutor', 'Wolfgang', 'Schweer'], ['told'], ['Associated', 'Press']]	[['prosecutor'], ['said', 'were', 'searching', 'arrived'], ['investigators', 'home', 'Muenster', 'presence', 'wife', 'news', 'death']]
1	1939247	1939420	[[], ['is', 'have', 'is', 'aimed'], ['crossover', 'fuel', 'families']]	[['Mr.', 'Cowger'], ['said'], []]
0	2465088	2464870	[['Bragdon'], ['said'], []]	[['police'], ['said'], ['news', 'release']]
1	2209500	2209461	[['goal'], ['be', 'reduce', 'upgrading', 'building', 'facilitating', 'improve'], ['congestion', 'road', 'tollways', 'transit', 'means', 'mobility']]	[['money'], ['be', 'used', 'improve'], ['road', 'upgrades', 'tollways', 'transit', 'means', 'mobility']]
1	2495223	2495307	[['FTC', 'Chairman', 'Timothy', 'Muris'], ['said', 'written'], ['statement']]	[['FTC', 'Chairman', 'Tim', 'Muris'], ['said'], []]
0	1497875	1497840	[['conservancy'], ['helped'], ['purchase', 'land', 'Estate', 'Samuel', 'Mills', 'Damon']]	[['park', 'service'], ['purchased'], ['land', 'estate', 'Samuel', 'Mills', 'Damon']]
0	2939928	2939983	[['Sir', 'Paul'], ['has', 'died'], ['children', 'fashion', 'designer', 'Stella', 'Mary', 'James', 'wife', 'Linda', 'breast', 'cancer']]	[['McCartney'], ['has'], ['children', 'fashion', 'designer', 'Stella', 'Mary', 'James', 'wife', 'Linda']]
0	1757157	1756828	[['Mr.', 'Hampton'], ['continued', 'run', 'facing'], ['trouble', 'charges', 'fare-beating', 'credit-card', 'theft']]	[]
1	424839	424933	[['SCO'], ['has', 'alleged', 'contains', 'is'], ['Linux', 'kernel', 'code', 'Unix', 'property']]	[['SCO'], ['claims', 'holds', 'owned'], ['Linux', 'kernel', 'Unix', 'property', 'SCO']]
